"startTime";"endTime";"Hydro power production - real-time data"
"2025-12-31T22:00:00.000Z";"2025-12-31T22:03:00.000Z";1698
"2025-12-31T22:03:00.000Z";"2025-12-31T22:06:00.000Z";1669.2
"2025-12-31T22:06:00.000Z";"2025-12-31T22:09:00.000Z";1657.8
"2025-12-31T22:09:00.000Z";"2025-12-31T22:12:00.000Z";1615.8
"2025-12-31T22:12:00.000Z";"2025-12-31T22:15:00.000Z";1595.5
"2025-12-31T22:15:00.000Z";"2025-12-31T22:18:00.000Z";1586.7
"2025-12-31T22:18:00.000Z";"2025-12-31T22:21:00.000Z";1592.5
"2025-12-31T22:21:00.000Z";"2025-12-31T22:24:00.000Z";1593.2
"2025-12-31T22:24:00.000Z";"2025-12-31T22:27:00.000Z";1598.2
"2025-12-31T22:27:00.000Z";"2025-12-31T22:30:00.000Z";1588.7
"2025-12-31T22:30:00.000Z";"2025-12-31T22:33:00.000Z";1587.7
"2025-12-31T22:33:00.000Z";"2025-12-31T22:36:00.000Z";1596.3
"2025-12-31T22:36:00.000Z";"2025-12-31T22:39:00.000Z";1590.7
"2025-12-31T22:39:00.000Z";"2025-12-31T22:42:00.000Z";1584.8
"2025-12-31T22:42:00.000Z";"2025-12-31T22:45:00.000Z";1581.2
"2025-12-31T22:45:00.000Z";"2025-12-31T22:48:00.000Z";1577.5
"2025-12-31T22:48:00.000Z";"2025-12-31T22:51:00.000Z";1610.7
"2025-12-31T22:51:00.000Z";"2025-12-31T22:54:00.000Z";1605
"2025-12-31T22:54:00.000Z";"2025-12-31T22:57:00.000Z";1608
"2025-12-31T22:57:00.000Z";"2025-12-31T23:00:00.000Z";1609
"2025-12-31T23:00:00.000Z";"2025-12-31T23:03:00.000Z";1629.1
"2025-12-31T23:03:00.000Z";"2025-12-31T23:06:00.000Z";1627
"2025-12-31T23:06:00.000Z";"2025-12-31T23:09:00.000Z";1600.3
"2025-12-31T23:09:00.000Z";"2025-12-31T23:12:00.000Z";1610.3
"2025-12-31T23:12:00.000Z";"2025-12-31T23:15:00.000Z";1606.2
"2025-12-31T23:15:00.000Z";"2025-12-31T23:18:00.000Z";1609.7
"2025-12-31T23:18:00.000Z";"2025-12-31T23:21:00.000Z";1631.3
"2025-12-31T23:21:00.000Z";"2025-12-31T23:24:00.000Z";1690.2
"2025-12-31T23:24:00.000Z";"2025-12-31T23:27:00.000Z";1696.5
"2025-12-31T23:27:00.000Z";"2025-12-31T23:30:00.000Z";1694.2
"2025-12-31T23:30:00.000Z";"2025-12-31T23:33:00.000Z";1689
"2025-12-31T23:33:00.000Z";"2025-12-31T23:36:00.000Z";1703.7
"2025-12-31T23:36:00.000Z";"2025-12-31T23:39:00.000Z";1704.2
"2025-12-31T23:39:00.000Z";"2025-12-31T23:42:00.000Z";1706.2
"2025-12-31T23:42:00.000Z";"2025-12-31T23:45:00.000Z";1704.7
"2025-12-31T23:45:00.000Z";"2025-12-31T23:48:00.000Z";1704
"2025-12-31T23:48:00.000Z";"2025-12-31T23:51:00.000Z";1714.8
"2025-12-31T23:51:00.000Z";"2025-12-31T23:54:00.000Z";1708
"2025-12-31T23:54:00.000Z";"2025-12-31T23:57:00.000Z";1699.3
"2025-12-31T23:57:00.000Z";"2026-01-01T00:00:00.000Z";1703.1
"2026-01-01T00:00:00.000Z";"2026-01-01T00:03:00.000Z";1688.8
"2026-01-01T00:03:00.000Z";"2026-01-01T00:06:00.000Z";1687.9
"2026-01-01T00:06:00.000Z";"2026-01-01T00:09:00.000Z";1667.3
"2026-01-01T00:09:00.000Z";"2026-01-01T00:12:00.000Z";1659.2
"2026-01-01T00:12:00.000Z";"2026-01-01T00:15:00.000Z";1655.3
"2026-01-01T00:15:00.000Z";"2026-01-01T00:18:00.000Z";1650
"2026-01-01T00:18:00.000Z";"2026-01-01T00:21:00.000Z";1677.8
"2026-01-01T00:21:00.000Z";"2026-01-01T00:24:00.000Z";1700.8
"2026-01-01T00:24:00.000Z";"2026-01-01T00:27:00.000Z";1701.8
"2026-01-01T00:27:00.000Z";"2026-01-01T00:30:00.000Z";1689.2
"2026-01-01T00:30:00.000Z";"2026-01-01T00:33:00.000Z";1682
"2026-01-01T00:33:00.000Z";"2026-01-01T00:36:00.000Z";1688.5
"2026-01-01T00:36:00.000Z";"2026-01-01T00:39:00.000Z";1685.7
"2026-01-01T00:39:00.000Z";"2026-01-01T00:42:00.000Z";1686.5
"2026-01-01T00:42:00.000Z";"2026-01-01T00:45:00.000Z";1683.3
"2026-01-01T00:45:00.000Z";"2026-01-01T00:48:00.000Z";1679.5
"2026-01-01T00:48:00.000Z";"2026-01-01T00:51:00.000Z";1652.2
"2026-01-01T00:51:00.000Z";"2026-01-01T00:54:00.000Z";1631.2
"2026-01-01T00:54:00.000Z";"2026-01-01T00:57:00.000Z";1640
"2026-01-01T00:57:00.000Z";"2026-01-01T01:00:00.000Z";1634.2
"2026-01-01T01:00:00.000Z";"2026-01-01T01:03:00.000Z";1617.3
"2026-01-01T01:03:00.000Z";"2026-01-01T01:06:00.000Z";1603.2
"2026-01-01T01:06:00.000Z";"2026-01-01T01:09:00.000Z";1591
"2026-01-01T01:09:00.000Z";"2026-01-01T01:12:00.000Z";1590.3
"2026-01-01T01:12:00.000Z";"2026-01-01T01:15:00.000Z";1589.8
"2026-01-01T01:15:00.000Z";"2026-01-01T01:18:00.000Z";1592.5
"2026-01-01T01:18:00.000Z";"2026-01-01T01:21:00.000Z";1589.2
"2026-01-01T01:21:00.000Z";"2026-01-01T01:24:00.000Z";1586.3
"2026-01-01T01:24:00.000Z";"2026-01-01T01:27:00.000Z";1588.3
"2026-01-01T01:27:00.000Z";"2026-01-01T01:30:00.000Z";1586.3
"2026-01-01T01:30:00.000Z";"2026-01-01T01:33:00.000Z";1585.5
"2026-01-01T01:33:00.000Z";"2026-01-01T01:36:00.000Z";1594.5
"2026-01-01T01:36:00.000Z";"2026-01-01T01:39:00.000Z";1581.3
"2026-01-01T01:39:00.000Z";"2026-01-01T01:42:00.000Z";1573.2
"2026-01-01T01:42:00.000Z";"2026-01-01T01:45:00.000Z";1570
"2026-01-01T01:45:00.000Z";"2026-01-01T01:48:00.000Z";1567
"2026-01-01T01:48:00.000Z";"2026-01-01T01:51:00.000Z";1573.3
"2026-01-01T01:51:00.000Z";"2026-01-01T01:54:00.000Z";1553.7
"2026-01-01T01:54:00.000Z";"2026-01-01T01:57:00.000Z";1547.5
"2026-01-01T01:57:00.000Z";"2026-01-01T02:00:00.000Z";1508.5
"2026-01-01T02:00:00.000Z";"2026-01-01T02:03:00.000Z";1466.3
"2026-01-01T02:03:00.000Z";"2026-01-01T02:06:00.000Z";1404.7
"2026-01-01T02:06:00.000Z";"2026-01-01T02:09:00.000Z";1392
"2026-01-01T02:09:00.000Z";"2026-01-01T02:12:00.000Z";1389.3
"2026-01-01T02:12:00.000Z";"2026-01-01T02:15:00.000Z";1407.8
"2026-01-01T02:15:00.000Z";"2026-01-01T02:18:00.000Z";1388
"2026-01-01T02:18:00.000Z";"2026-01-01T02:21:00.000Z";1365.1
"2026-01-01T02:21:00.000Z";"2026-01-01T02:24:00.000Z";1336.5
"2026-01-01T02:24:00.000Z";"2026-01-01T02:27:00.000Z";1342.7
"2026-01-01T02:27:00.000Z";"2026-01-01T02:30:00.000Z";1345.3
"2026-01-01T02:30:00.000Z";"2026-01-01T02:33:00.000Z";1340.5
"2026-01-01T02:33:00.000Z";"2026-01-01T02:36:00.000Z";1339.3
"2026-01-01T02:36:00.000Z";"2026-01-01T02:39:00.000Z";1337.7
"2026-01-01T02:39:00.000Z";"2026-01-01T02:42:00.000Z";1337.8
"2026-01-01T02:42:00.000Z";"2026-01-01T02:45:00.000Z";1326.7
"2026-01-01T02:45:00.000Z";"2026-01-01T02:48:00.000Z";1316.5
"2026-01-01T02:48:00.000Z";"2026-01-01T02:51:00.000Z";1309.2
"2026-01-01T02:51:00.000Z";"2026-01-01T02:54:00.000Z";1239
"2026-01-01T02:54:00.000Z";"2026-01-01T02:57:00.000Z";1214.5
"2026-01-01T02:57:00.000Z";"2026-01-01T03:00:00.000Z";1222.7
"2026-01-01T03:00:00.000Z";"2026-01-01T03:03:00.000Z";1202.5
"2026-01-01T03:03:00.000Z";"2026-01-01T03:06:00.000Z";1153
"2026-01-01T03:06:00.000Z";"2026-01-01T03:09:00.000Z";1150.5
"2026-01-01T03:09:00.000Z";"2026-01-01T03:12:00.000Z";1142.5
"2026-01-01T03:12:00.000Z";"2026-01-01T03:15:00.000Z";1144.7
"2026-01-01T03:15:00.000Z";"2026-01-01T03:18:00.000Z";1150.3
"2026-01-01T03:18:00.000Z";"2026-01-01T03:21:00.000Z";1151.5
"2026-01-01T03:21:00.000Z";"2026-01-01T03:24:00.000Z";1124
"2026-01-01T03:24:00.000Z";"2026-01-01T03:27:00.000Z";1108.5
"2026-01-01T03:27:00.000Z";"2026-01-01T03:30:00.000Z";1105.7
"2026-01-01T03:30:00.000Z";"2026-01-01T03:33:00.000Z";1111.2
"2026-01-01T03:33:00.000Z";"2026-01-01T03:36:00.000Z";1108.2
"2026-01-01T03:36:00.000Z";"2026-01-01T03:39:00.000Z";1101.5
"2026-01-01T03:39:00.000Z";"2026-01-01T03:42:00.000Z";1099.2
"2026-01-01T03:42:00.000Z";"2026-01-01T03:45:00.000Z";1096.2
"2026-01-01T03:45:00.000Z";"2026-01-01T03:48:00.000Z";1095.7
"2026-01-01T03:48:00.000Z";"2026-01-01T03:51:00.000Z";1103
"2026-01-01T03:51:00.000Z";"2026-01-01T03:54:00.000Z";1087.7
"2026-01-01T03:54:00.000Z";"2026-01-01T03:57:00.000Z";1082.3
"2026-01-01T03:57:00.000Z";"2026-01-01T04:00:00.000Z";1079.2
"2026-01-01T04:00:00.000Z";"2026-01-01T04:03:00.000Z";1092.5
"2026-01-01T04:03:00.000Z";"2026-01-01T04:06:00.000Z";1086
"2026-01-01T04:06:00.000Z";"2026-01-01T04:09:00.000Z";1083.8
"2026-01-01T04:09:00.000Z";"2026-01-01T04:12:00.000Z";1104.5
"2026-01-01T04:12:00.000Z";"2026-01-01T04:15:00.000Z";1106
"2026-01-01T04:15:00.000Z";"2026-01-01T04:18:00.000Z";1102.7
"2026-01-01T04:18:00.000Z";"2026-01-01T04:21:00.000Z";1102.8
"2026-01-01T04:21:00.000Z";"2026-01-01T04:24:00.000Z";1098.8
"2026-01-01T04:24:00.000Z";"2026-01-01T04:27:00.000Z";1105.5
"2026-01-01T04:27:00.000Z";"2026-01-01T04:30:00.000Z";1110.3
"2026-01-01T04:30:00.000Z";"2026-01-01T04:33:00.000Z";1099.8
"2026-01-01T04:33:00.000Z";"2026-01-01T04:36:00.000Z";1112.7
"2026-01-01T04:36:00.000Z";"2026-01-01T04:39:00.000Z";1113.8
"2026-01-01T04:39:00.000Z";"2026-01-01T04:42:00.000Z";1115.3
"2026-01-01T04:42:00.000Z";"2026-01-01T04:45:00.000Z";1128.2
"2026-01-01T04:45:00.000Z";"2026-01-01T04:48:00.000Z";1128
"2026-01-01T04:48:00.000Z";"2026-01-01T04:51:00.000Z";1151.5
"2026-01-01T04:51:00.000Z";"2026-01-01T04:54:00.000Z";1150.2
"2026-01-01T04:54:00.000Z";"2026-01-01T04:57:00.000Z";1178.1
"2026-01-01T04:57:00.000Z";"2026-01-01T05:00:00.000Z";1193.3
"2026-01-01T05:00:00.000Z";"2026-01-01T05:03:00.000Z";1190.8
"2026-01-01T05:03:00.000Z";"2026-01-01T05:06:00.000Z";1164.7
"2026-01-01T05:06:00.000Z";"2026-01-01T05:09:00.000Z";1169.2
"2026-01-01T05:09:00.000Z";"2026-01-01T05:12:00.000Z";1174.8
"2026-01-01T05:12:00.000Z";"2026-01-01T05:15:00.000Z";1180.5
"2026-01-01T05:15:00.000Z";"2026-01-01T05:18:00.000Z";1187.2
"2026-01-01T05:18:00.000Z";"2026-01-01T05:21:00.000Z";1194.5
"2026-01-01T05:21:00.000Z";"2026-01-01T05:24:00.000Z";1192.5
"2026-01-01T05:24:00.000Z";"2026-01-01T05:27:00.000Z";1194
"2026-01-01T05:27:00.000Z";"2026-01-01T05:30:00.000Z";1188.2
"2026-01-01T05:30:00.000Z";"2026-01-01T05:33:00.000Z";1185.5
"2026-01-01T05:33:00.000Z";"2026-01-01T05:36:00.000Z";1177.3
"2026-01-01T05:36:00.000Z";"2026-01-01T05:39:00.000Z";1171.2
"2026-01-01T05:39:00.000Z";"2026-01-01T05:42:00.000Z";1167.5
"2026-01-01T05:42:00.000Z";"2026-01-01T05:45:00.000Z";1172
"2026-01-01T05:45:00.000Z";"2026-01-01T05:48:00.000Z";1168.3
"2026-01-01T05:48:00.000Z";"2026-01-01T05:51:00.000Z";1160
"2026-01-01T05:51:00.000Z";"2026-01-01T05:54:00.000Z";1164.8
"2026-01-01T05:54:00.000Z";"2026-01-01T05:57:00.000Z";1160
"2026-01-01T05:57:00.000Z";"2026-01-01T06:00:00.000Z";1161.8
"2026-01-01T06:00:00.000Z";"2026-01-01T06:03:00.000Z";1153.7
"2026-01-01T06:03:00.000Z";"2026-01-01T06:06:00.000Z";1169.7
"2026-01-01T06:06:00.000Z";"2026-01-01T06:09:00.000Z";1162
"2026-01-01T06:09:00.000Z";"2026-01-01T06:12:00.000Z";1152.7
"2026-01-01T06:12:00.000Z";"2026-01-01T06:15:00.000Z";1152.5
"2026-01-01T06:15:00.000Z";"2026-01-01T06:18:00.000Z";1154.7
"2026-01-01T06:18:00.000Z";"2026-01-01T06:21:00.000Z";1145.8
"2026-01-01T06:21:00.000Z";"2026-01-01T06:24:00.000Z";1147.5
"2026-01-01T06:24:00.000Z";"2026-01-01T06:27:00.000Z";1146.5
"2026-01-01T06:27:00.000Z";"2026-01-01T06:30:00.000Z";1151.8
"2026-01-01T06:30:00.000Z";"2026-01-01T06:33:00.000Z";1155.8
"2026-01-01T06:33:00.000Z";"2026-01-01T06:36:00.000Z";1181
"2026-01-01T06:36:00.000Z";"2026-01-01T06:39:00.000Z";1213
"2026-01-01T06:39:00.000Z";"2026-01-01T06:42:00.000Z";1222.2
"2026-01-01T06:42:00.000Z";"2026-01-01T06:45:00.000Z";1222
"2026-01-01T06:45:00.000Z";"2026-01-01T06:48:00.000Z";1218.2
"2026-01-01T06:48:00.000Z";"2026-01-01T06:51:00.000Z";1219.7
"2026-01-01T06:51:00.000Z";"2026-01-01T06:54:00.000Z";1217.3
"2026-01-01T06:54:00.000Z";"2026-01-01T06:57:00.000Z";1227.2
"2026-01-01T06:57:00.000Z";"2026-01-01T07:00:00.000Z";1228.2
"2026-01-01T07:00:00.000Z";"2026-01-01T07:03:00.000Z";1229.7
"2026-01-01T07:03:00.000Z";"2026-01-01T07:06:00.000Z";1230.8
"2026-01-01T07:06:00.000Z";"2026-01-01T07:09:00.000Z";1242.5
"2026-01-01T07:09:00.000Z";"2026-01-01T07:12:00.000Z";1240
"2026-01-01T07:12:00.000Z";"2026-01-01T07:15:00.000Z";1239.3
"2026-01-01T07:15:00.000Z";"2026-01-01T07:18:00.000Z";1222.7
"2026-01-01T07:18:00.000Z";"2026-01-01T07:21:00.000Z";1216.7
"2026-01-01T07:21:00.000Z";"2026-01-01T07:24:00.000Z";1268.3
"2026-01-01T07:24:00.000Z";"2026-01-01T07:27:00.000Z";1280.8
"2026-01-01T07:27:00.000Z";"2026-01-01T07:30:00.000Z";1285.8
"2026-01-01T07:30:00.000Z";"2026-01-01T07:33:00.000Z";1308.3
"2026-01-01T07:33:00.000Z";"2026-01-01T07:36:00.000Z";1300.7
"2026-01-01T07:36:00.000Z";"2026-01-01T07:39:00.000Z";1296.3
"2026-01-01T07:39:00.000Z";"2026-01-01T07:42:00.000Z";1315.7
"2026-01-01T07:42:00.000Z";"2026-01-01T07:45:00.000Z";1329.8
"2026-01-01T07:45:00.000Z";"2026-01-01T07:48:00.000Z";1329.5
"2026-01-01T07:48:00.000Z";"2026-01-01T07:51:00.000Z";1334.8
"2026-01-01T07:51:00.000Z";"2026-01-01T07:54:00.000Z";1297.8
"2026-01-01T07:54:00.000Z";"2026-01-01T07:57:00.000Z";1285
"2026-01-01T07:57:00.000Z";"2026-01-01T08:00:00.000Z";1287
"2026-01-01T08:00:00.000Z";"2026-01-01T08:03:00.000Z";1310.5
"2026-01-01T08:03:00.000Z";"2026-01-01T08:06:00.000Z";1308.8
"2026-01-01T08:06:00.000Z";"2026-01-01T08:09:00.000Z";1300.7
"2026-01-01T08:09:00.000Z";"2026-01-01T08:12:00.000Z";1325.5
"2026-01-01T08:12:00.000Z";"2026-01-01T08:15:00.000Z";1330.2
"2026-01-01T08:15:00.000Z";"2026-01-01T08:18:00.000Z";1329.3
"2026-01-01T08:18:00.000Z";"2026-01-01T08:21:00.000Z";1322.8
"2026-01-01T08:21:00.000Z";"2026-01-01T08:24:00.000Z";1333.1
"2026-01-01T08:24:00.000Z";"2026-01-01T08:27:00.000Z";1338.8
"2026-01-01T08:27:00.000Z";"2026-01-01T08:30:00.000Z";1331.5
"2026-01-01T08:30:00.000Z";"2026-01-01T08:33:00.000Z";1319.2
"2026-01-01T08:33:00.000Z";"2026-01-01T08:36:00.000Z";1319
"2026-01-01T08:36:00.000Z";"2026-01-01T08:39:00.000Z";1334.5
"2026-01-01T08:39:00.000Z";"2026-01-01T08:42:00.000Z";1337.3
"2026-01-01T08:42:00.000Z";"2026-01-01T08:45:00.000Z";1333.7
"2026-01-01T08:45:00.000Z";"2026-01-01T08:48:00.000Z";1368.9
"2026-01-01T08:48:00.000Z";"2026-01-01T08:51:00.000Z";1425
"2026-01-01T08:51:00.000Z";"2026-01-01T08:54:00.000Z";1419.8
"2026-01-01T08:54:00.000Z";"2026-01-01T08:57:00.000Z";1431.5
"2026-01-01T08:57:00.000Z";"2026-01-01T09:00:00.000Z";1453
"2026-01-01T09:00:00.000Z";"2026-01-01T09:03:00.000Z";1492.3
"2026-01-01T09:03:00.000Z";"2026-01-01T09:06:00.000Z";1518
"2026-01-01T09:06:00.000Z";"2026-01-01T09:09:00.000Z";1543.8
"2026-01-01T09:09:00.000Z";"2026-01-01T09:12:00.000Z";1556.7
"2026-01-01T09:12:00.000Z";"2026-01-01T09:15:00.000Z";1551.4
"2026-01-01T09:15:00.000Z";"2026-01-01T09:18:00.000Z";1479.2
"2026-01-01T09:18:00.000Z";"2026-01-01T09:21:00.000Z";1439.5
"2026-01-01T09:21:00.000Z";"2026-01-01T09:24:00.000Z";1440.3
"2026-01-01T09:24:00.000Z";"2026-01-01T09:27:00.000Z";1433.2
"2026-01-01T09:27:00.000Z";"2026-01-01T09:30:00.000Z";1427.8
"2026-01-01T09:30:00.000Z";"2026-01-01T09:33:00.000Z";1438.5
"2026-01-01T09:33:00.000Z";"2026-01-01T09:36:00.000Z";1437.8
"2026-01-01T09:36:00.000Z";"2026-01-01T09:39:00.000Z";1458.7
"2026-01-01T09:39:00.000Z";"2026-01-01T09:42:00.000Z";1450.2
"2026-01-01T09:42:00.000Z";"2026-01-01T09:45:00.000Z";1445.5
"2026-01-01T09:45:00.000Z";"2026-01-01T09:48:00.000Z";1437.5
"2026-01-01T09:48:00.000Z";"2026-01-01T09:51:00.000Z";1434.3
"2026-01-01T09:51:00.000Z";"2026-01-01T09:54:00.000Z";1434.2
"2026-01-01T09:54:00.000Z";"2026-01-01T09:57:00.000Z";1442.7
"2026-01-01T09:57:00.000Z";"2026-01-01T10:00:00.000Z";1433.3
"2026-01-01T10:00:00.000Z";"2026-01-01T10:03:00.000Z";1410.7
"2026-01-01T10:03:00.000Z";"2026-01-01T10:06:00.000Z";1350.6
"2026-01-01T10:06:00.000Z";"2026-01-01T10:09:00.000Z";1315.5
"2026-01-01T10:09:00.000Z";"2026-01-01T10:12:00.000Z";1316.3
"2026-01-01T10:12:00.000Z";"2026-01-01T10:15:00.000Z";1312.5
"2026-01-01T10:15:00.000Z";"2026-01-01T10:18:00.000Z";1318.8
"2026-01-01T10:18:00.000Z";"2026-01-01T10:21:00.000Z";1322.2
"2026-01-01T10:21:00.000Z";"2026-01-01T10:24:00.000Z";1317
"2026-01-01T10:24:00.000Z";"2026-01-01T10:27:00.000Z";1324.5
"2026-01-01T10:27:00.000Z";"2026-01-01T10:30:00.000Z";1333.8
"2026-01-01T10:30:00.000Z";"2026-01-01T10:33:00.000Z";1336
"2026-01-01T10:33:00.000Z";"2026-01-01T10:36:00.000Z";1332.7
"2026-01-01T10:36:00.000Z";"2026-01-01T10:39:00.000Z";1336.8
"2026-01-01T10:39:00.000Z";"2026-01-01T10:42:00.000Z";1348.3
"2026-01-01T10:42:00.000Z";"2026-01-01T10:45:00.000Z";1345.5
"2026-01-01T10:45:00.000Z";"2026-01-01T10:48:00.000Z";1345.3
"2026-01-01T10:48:00.000Z";"2026-01-01T10:51:00.000Z";1360.3
"2026-01-01T10:51:00.000Z";"2026-01-01T10:54:00.000Z";1355.5
"2026-01-01T10:54:00.000Z";"2026-01-01T10:57:00.000Z";1355
"2026-01-01T10:57:00.000Z";"2026-01-01T11:00:00.000Z";1358
"2026-01-01T11:00:00.000Z";"2026-01-01T11:03:00.000Z";1349.3
"2026-01-01T11:03:00.000Z";"2026-01-01T11:06:00.000Z";1347.5
"2026-01-01T11:06:00.000Z";"2026-01-01T11:09:00.000Z";1347.2
"2026-01-01T11:09:00.000Z";"2026-01-01T11:12:00.000Z";1353.7
"2026-01-01T11:12:00.000Z";"2026-01-01T11:15:00.000Z";1352.5
"2026-01-01T11:15:00.000Z";"2026-01-01T11:18:00.000Z";1365
"2026-01-01T11:18:00.000Z";"2026-01-01T11:21:00.000Z";1399
"2026-01-01T11:21:00.000Z";"2026-01-01T11:24:00.000Z";1400.8
"2026-01-01T11:24:00.000Z";"2026-01-01T11:27:00.000Z";1411.2
"2026-01-01T11:27:00.000Z";"2026-01-01T11:30:00.000Z";1406
"2026-01-01T11:30:00.000Z";"2026-01-01T11:33:00.000Z";1408.3
"2026-01-01T11:33:00.000Z";"2026-01-01T11:36:00.000Z";1401.8
"2026-01-01T11:36:00.000Z";"2026-01-01T11:39:00.000Z";1400.8
"2026-01-01T11:39:00.000Z";"2026-01-01T11:42:00.000Z";1441.2
"2026-01-01T11:42:00.000Z";"2026-01-01T11:45:00.000Z";1446.8
"2026-01-01T11:45:00.000Z";"2026-01-01T11:48:00.000Z";1451
"2026-01-01T11:48:00.000Z";"2026-01-01T11:51:00.000Z";1469.3
"2026-01-01T11:51:00.000Z";"2026-01-01T11:54:00.000Z";1474.8
"2026-01-01T11:54:00.000Z";"2026-01-01T11:57:00.000Z";1467.8
"2026-01-01T11:57:00.000Z";"2026-01-01T12:00:00.000Z";1560.6
"2026-01-01T12:00:00.000Z";"2026-01-01T12:03:00.000Z";1590.7
"2026-01-01T12:03:00.000Z";"2026-01-01T12:06:00.000Z";1528.7
"2026-01-01T12:06:00.000Z";"2026-01-01T12:09:00.000Z";1524.5
"2026-01-01T12:09:00.000Z";"2026-01-01T12:12:00.000Z";1521.3
"2026-01-01T12:12:00.000Z";"2026-01-01T12:15:00.000Z";1521.8
"2026-01-01T12:15:00.000Z";"2026-01-01T12:18:00.000Z";1526.8
"2026-01-01T12:18:00.000Z";"2026-01-01T12:21:00.000Z";1545.7
"2026-01-01T12:21:00.000Z";"2026-01-01T12:24:00.000Z";1550.5
"2026-01-01T12:24:00.000Z";"2026-01-01T12:27:00.000Z";1539.7
"2026-01-01T12:27:00.000Z";"2026-01-01T12:30:00.000Z";1541.8
"2026-01-01T12:30:00.000Z";"2026-01-01T12:33:00.000Z";1547.5
"2026-01-01T12:33:00.000Z";"2026-01-01T12:36:00.000Z";1539.3
"2026-01-01T12:36:00.000Z";"2026-01-01T12:39:00.000Z";1542.5
"2026-01-01T12:39:00.000Z";"2026-01-01T12:42:00.000Z";1545.3
"2026-01-01T12:42:00.000Z";"2026-01-01T12:45:00.000Z";1546.7
"2026-01-01T12:45:00.000Z";"2026-01-01T12:48:00.000Z";1547.5
"2026-01-01T12:48:00.000Z";"2026-01-01T12:51:00.000Z";1556.3
"2026-01-01T12:51:00.000Z";"2026-01-01T12:54:00.000Z";1552.3
"2026-01-01T12:54:00.000Z";"2026-01-01T12:57:00.000Z";1554.7
"2026-01-01T12:57:00.000Z";"2026-01-01T13:00:00.000Z";1563
"2026-01-01T13:00:00.000Z";"2026-01-01T13:03:00.000Z";1519.8
"2026-01-01T13:03:00.000Z";"2026-01-01T13:06:00.000Z";1455.7
"2026-01-01T13:06:00.000Z";"2026-01-01T13:09:00.000Z";1433.7
"2026-01-01T13:09:00.000Z";"2026-01-01T13:12:00.000Z";1438.7
"2026-01-01T13:12:00.000Z";"2026-01-01T13:15:00.000Z";1465.3
"2026-01-01T13:15:00.000Z";"2026-01-01T13:18:00.000Z";1467
"2026-01-01T13:18:00.000Z";"2026-01-01T13:21:00.000Z";1460
"2026-01-01T13:21:00.000Z";"2026-01-01T13:24:00.000Z";1468.8
"2026-01-01T13:24:00.000Z";"2026-01-01T13:27:00.000Z";1474.8
"2026-01-01T13:27:00.000Z";"2026-01-01T13:30:00.000Z";1476.3
"2026-01-01T13:30:00.000Z";"2026-01-01T13:33:00.000Z";1465.3
"2026-01-01T13:33:00.000Z";"2026-01-01T13:36:00.000Z";1462.2
"2026-01-01T13:36:00.000Z";"2026-01-01T13:39:00.000Z";1457.7
"2026-01-01T13:39:00.000Z";"2026-01-01T13:42:00.000Z";1462.7
"2026-01-01T13:42:00.000Z";"2026-01-01T13:45:00.000Z";1465.3
"2026-01-01T13:45:00.000Z";"2026-01-01T13:48:00.000Z";1457.8
"2026-01-01T13:48:00.000Z";"2026-01-01T13:51:00.000Z";1454.5
"2026-01-01T13:51:00.000Z";"2026-01-01T13:54:00.000Z";1436.5
"2026-01-01T13:54:00.000Z";"2026-01-01T13:57:00.000Z";1442.5
"2026-01-01T13:57:00.000Z";"2026-01-01T14:00:00.000Z";1469
"2026-01-01T14:00:00.000Z";"2026-01-01T14:03:00.000Z";1581.3
"2026-01-01T14:03:00.000Z";"2026-01-01T14:06:00.000Z";1591.2
"2026-01-01T14:06:00.000Z";"2026-01-01T14:09:00.000Z";1652.9
"2026-01-01T14:09:00.000Z";"2026-01-01T14:12:00.000Z";1694.5
"2026-01-01T14:12:00.000Z";"2026-01-01T14:15:00.000Z";1706
"2026-01-01T14:15:00.000Z";"2026-01-01T14:18:00.000Z";1705.3
"2026-01-01T14:18:00.000Z";"2026-01-01T14:21:00.000Z";1705.7
"2026-01-01T14:21:00.000Z";"2026-01-01T14:24:00.000Z";1712.7
"2026-01-01T14:24:00.000Z";"2026-01-01T14:27:00.000Z";1712.2
"2026-01-01T14:27:00.000Z";"2026-01-01T14:30:00.000Z";1709.8
"2026-01-01T14:30:00.000Z";"2026-01-01T14:33:00.000Z";1702.3
"2026-01-01T14:33:00.000Z";"2026-01-01T14:36:00.000Z";1697.8
"2026-01-01T14:36:00.000Z";"2026-01-01T14:39:00.000Z";1699
"2026-01-01T14:39:00.000Z";"2026-01-01T14:42:00.000Z";1705.8
"2026-01-01T14:42:00.000Z";"2026-01-01T14:45:00.000Z";1700.2
"2026-01-01T14:45:00.000Z";"2026-01-01T14:48:00.000Z";1696.8
"2026-01-01T14:48:00.000Z";"2026-01-01T14:51:00.000Z";1695.8
"2026-01-01T14:51:00.000Z";"2026-01-01T14:54:00.000Z";1695.2
"2026-01-01T14:54:00.000Z";"2026-01-01T14:57:00.000Z";1696.8
"2026-01-01T14:57:00.000Z";"2026-01-01T15:00:00.000Z";1698
"2026-01-01T15:00:00.000Z";"2026-01-01T15:03:00.000Z";1704.3
"2026-01-01T15:03:00.000Z";"2026-01-01T15:06:00.000Z";1687
"2026-01-01T15:06:00.000Z";"2026-01-01T15:09:00.000Z";1682.7
